25000000
5000000
2500000
500000
250000
50000
25000
10000
a35000000
30000000
3500000
3000000
350000
300000
35000
60000
a10
10
10
10
10
5
5
5
a3000
3000
1000
300
300
30
30
30
a

Mar. 26 2024
'14:47:40
HF loop TM7
801 Pts
 
 
inside mumetal shield floating
*
*
*
Clean room OFF
Hz	V /sqrt(Hz)
33925000	9.495074E-08
33968750	1.343939E-07
34012500	1.188898E-07
34056250	1.855183E-07
34100000	1.322877E-07
34143750	1.524033E-07
34187500	1.272277E-07
34231250	1.315236E-07
34275000	1.256823E-07
34318750	1.389252E-07
34362500	1.557187E-07
34406250	1.207552E-07
34450000	1.192863E-07
34493750	1.088123E-07
34537500	1.338046E-07
34581250	1.148145E-07
34625000	1.217882E-07
34668750	1.366834E-07
34712500	1.571819E-07
34756250	1.510408E-07
34800000	1.095195E-07
34843750	1.460768E-07
34887500	1.218277E-07
34931250	1.107337E-07
34975000	1.571785E-07
35018750	1.286932E-07
35062500	1.278943E-07
35106250	1.468514E-07
35150000	1.195226E-07
35193750	1.028652E-07
35237500	1.146597E-07
35281250	1.318739E-07
35325000	1.318215E-07
35368750	1.22925E-07
35412500	1.341774E-07
35456250	1.345528E-07
35500000	1.28741E-07
35543750	1.556952E-07
35587500	1.138509E-07
35631250	1.622476E-07
35675000	9.538783E-08
35718750	1.231241E-07
35762500	1.173639E-07
35806250	1.402692E-07
35850000	1.25812E-07
35893750	1.298569E-07
35937500	1.505424E-07
35981250	1.357945E-07
36025000	1.05932E-07
36068750	1.278878E-07
36112500	1.138087E-07
36156250	1.470113E-07
36200000	1.183321E-07
36243750	1.28733E-07
36287500	9.406388E-08
36331250	1.317848E-07
36375000	1.347933E-07
36418750	1.079548E-07
36462500	8.252618E-08
36506250	1.019827E-07
36550000	1.295065E-07
36593750	1.330736E-07
36637500	1.033417E-07
36681250	1.094795E-07
36725000	1.506966E-07
36768750	1.350378E-07
36812500	1.139869E-07
36856250	7.733193E-08
36900000	1.146964E-07
36943750	7.830463E-08
36987500	9.754037E-08
37031250	9.402874E-08
37075000	1.242257E-07
37118750	1.524586E-07
37162500	1.003835E-07
37206250	8.424536E-08
37250000	1.191339E-07
37293750	1.393181E-07
37337500	1.116097E-07
37381250	1.288788E-07
37425000	7.235671E-08
37468750	9.409969E-08
37512500	1.065457E-07
37556250	1.28107E-07
37600000	1.372344E-07
37643750	1.395181E-07
37687500	1.242862E-07
37731250	1.094675E-07
37775000	1.246919E-07
37818750	1.257329E-07
37862500	1.178107E-07
37906250	1.138048E-07
37950000	1.043677E-07
37993750	1.172964E-07
38037500	9.30489E-08
38081250	9.164437E-08
38125000	1.269407E-07
38168750	1.581522E-07
38212500	1.228803E-07
38256250	1.323105E-07
38300000	1.340222E-07
38343750	1.189294E-07
38387500	1.101356E-07
38431250	1.135576E-07
38475000	1.274842E-07
38518750	1.254563E-07
38562500	1.219159E-07
38606250	1.128594E-07
38650000	1.122606E-07
38693750	9.33455E-08
38737500	1.279778E-07
38781250	9.970071E-08
38825000	1.35465E-07
38868750	1.430303E-07
38912500	1.258817E-07
38956250	8.942438E-08
39000000	1.249614E-07
39043750	1.111392E-07
39087500	1.078296E-07
39131250	1.418518E-07
39175000	1.040663E-07
39218750	9.497079E-08
39262500	9.200266E-08
39306250	1.225138E-07
39350000	8.333507E-08
39393750	1.196511E-07
39437500	1.269637E-07
39481250	1.171377E-07
39525000	1.072074E-07
39568750	8.570446E-08
39612500	1.065339E-07
39656250	1.065388E-07
39700000	1.084581E-07
39743750	9.824314E-08
39787500	1.103982E-07
39831250	1.092448E-07
39875000	1.029222E-07
39918750	9.797574E-08
39962500	1.07667E-07
40006250	1.015782E-07
40050000	1.234346E-07
40093750	8.850646E-08
40137500	1.08461E-07
40181250	9.950152E-08
40225000	9.855032E-08
40268750	1.071016E-07
40312500	1.049166E-07
40356250	9.115588E-08
40400000	9.971102E-08
40443750	8.698209E-08
40487500	8.405492E-08
40531250	1.111606E-07
40575000	1.191855E-07
40618750	8.916092E-08
40662500	1.209691E-07
40706250	1.095544E-07
40750000	1.158567E-07
40793750	7.776028E-08
40837500	1.088321E-07
40881250	8.793378E-08
40925000	9.494245E-08
40968750	7.573533E-08
41012500	1.01253E-07
41056250	1.170986E-07
41100000	8.933703E-08
41143750	1.231872E-07
41187500	1.274708E-07
41231250	1.062034E-07
41275000	8.512388E-08
41318750	8.650719E-08
41362500	1.069973E-07
41406250	1.16495E-07
41450000	1.159882E-07
41493750	7.558994E-08
41537500	9.234137E-08
41581250	1.26096E-07
41625000	1.08581E-07
41668750	1.116557E-07
41712500	1.071392E-07
41756250	1.020855E-07
41800000	8.8619E-08
41843750	9.761147E-08
41887500	1.248957E-07
41931250	9.79128E-08
41975000	1.339431E-07
42018750	9.893329E-08
42062500	9.435357E-08
42106250	1.220564E-07
42150000	9.602195E-08
42193750	7.525687E-08
42237500	1.174627E-07
42281250	9.873381E-08
42325000	1.299246E-07
42368750	8.739084E-08
42412500	1.262993E-07
42456250	9.65113E-08
42500000	9.386906E-08
42543750	9.282913E-08
42587500	9.209707E-08
42631250	1.030133E-07
42675000	1.239168E-07
42718750	8.344105E-08
42762500	9.411982E-08
42806250	1.342112E-07
42850000	8.344443E-08
42893750	1.055534E-07
42937500	9.744107E-08
42981250	8.194829E-08
43025000	1.142301E-07
43068750	1.118095E-07
43112500	8.827507E-08
43156250	8.907323E-08
43200000	1.024622E-07
43243750	8.777656E-08
43287500	5.00073E-08
43331250	8.00046E-08
43375000	1.192833E-07
43418750	7.942446E-08
43462500	1.029847E-07
43506250	7.825867E-08
43550000	1.032253E-07
43593750	9.669119E-08
43637500	9.640749E-08
43681250	9.122171E-08
43725000	1.135325E-07
43768750	1.054091E-07
43812500	9.251546E-08
43856250	7.985413E-08
43900000	1.029797E-07
43943750	1.525688E-07
43987500	9.909115E-08
44031250	7.292736E-08
44075000	9.694187E-08
44118750	9.018449E-08
44162500	9.59735E-08
44206250	9.819026E-08
44250000	7.841116E-08
44293750	8.724466E-08
44337500	9.80371E-08
44381250	1.105774E-07
44425000	9.724112E-08
44468750	9.572897E-08
44512500	1.008952E-07
44556250	8.100508E-08
44600000	8.895678E-08
44643750	8.798929E-08
44687500	1.025854E-07
44731250	6.548979E-08
44775000	1.026681E-07
44818750	1.252132E-07
44862500	9.907404E-08
44906250	6.263338E-08
44950000	8.849639E-08
44993750	9.002365E-08
45037500	9.479574E-08
45081250	9.071609E-08
45125000	6.277927E-08
45168750	9.434306E-08
45212500	9.439859E-08
45256250	1.113768E-07
45300000	8.928527E-08
45343750	7.757838E-08
45387500	7.637275E-08
45431250	6.818299E-08
45475000	7.740238E-08
45518750	1.085147E-07
45562500	7.739937E-08
45606250	1.293686E-07
45650000	7.793825E-08
45693750	7.481569E-08
45737500	8.400819E-08
45781250	9.367496E-08
45825000	8.982763E-08
45868750	9.033802E-08
45912500	1.021874E-07
45956250	7.793491E-08
46000000	8.232038E-08
46043750	9.434208E-08
46087500	1.157397E-07
46131250	1.128929E-07
46175000	9.862627E-08
46218750	7.104857E-08
46262500	1.034948E-07
46306250	1.002653E-07
46350000	1.089954E-07
46393750	9.048347E-08
46437500	8.430513E-08
46481250	6.788417E-08
46525000	8.321592E-08
46568750	8.766722E-08
46612500	1.027965E-07
46656250	1.050434E-07
46700000	7.468149E-08
46743750	8.472172E-08
46787500	8.909183E-08
46831250	1.043965E-07
46875000	8.420235E-08
46918750	1.112402E-07
46962500	6.540585E-08
47006250	8.888959E-08
47050000	8.37291E-08
47093750	9.85979E-08
47137500	1.058504E-07
47181250	7.369424E-08
47225000	7.743902E-08
47268750	7.804517E-08
47312500	7.424518E-08
47356250	8.53649E-08
47400000	5.834659E-08
47443750	8.853758E-08
47487500	9.916354E-08
47531250	6.611334E-08
47575000	7.281763E-08
47618750	1.513856E-07
47662500	6.397212E-08
47706250	7.223525E-08
47750000	8.414188E-08
47793750	9.897538E-08
47837500	8.104308E-08
47881250	1.038802E-07
47925000	8.864772E-08
47968750	7.047444E-08
48012500	9.684724E-08
48056250	8.252392E-08
48100000	1.042726E-07
48143750	7.51938E-08
48187500	7.147469E-08
48231250	8.923893E-08
48275000	9.833528E-08
48318750	8.534754E-08
48362500	9.230982E-08
48406250	9.196719E-08
48450000	9.32751E-08
48493750	8.771458E-08
48537500	9.739357E-08
48581250	8.205568E-08
48625000	7.209044E-08
48668750	5.118286E-08
48712500	8.270684E-08
48756250	9.416106E-08
48800000	8.928096E-08
48843750	5.751614E-08
48887500	7.632243E-08
48931250	6.179806E-08
48975000	9.165807E-08
49018750	8.10324E-08
49062500	7.541519E-08
49106250	9.118999E-08
49150000	9.992239E-08
49193750	1.019333E-07
49237500	9.699232E-08
49281250	7.772601E-08
49325000	7.892725E-08
49368750	9.059324E-08
49412500	6.668746E-08
49456250	7.251262E-08
49500000	8.115025E-08
49543750	6.902643E-08
49587500	7.967326E-08
49631250	9.149421E-08
49675000	9.376289E-08
49718750	9.189263E-08
49762500	7.27803E-08
49806250	1.035314E-07
49850000	7.405296E-08
49893750	6.849633E-08
49937500	7.325932E-08
49981250	8.108121E-08
50025000	8.579411E-08
50068750	7.887647E-08
50112500	6.336531E-08
50156250	1.007267E-07
50200000	6.132403E-08
50243750	8.205348E-08
50287500	6.792546E-08
50331250	8.109776E-08
50375000	8.40714E-08
50418750	8.706825E-08
50462500	6.757875E-08
50506250	7.825682E-08
50550000	9.927392E-08
50593750	7.043646E-08
50637500	8.49514E-08
50681250	9.127783E-08
50725000	7.779282E-08
50768750	7.656645E-08
50812500	6.362864E-08
50856250	8.40371E-08
50900000	7.004317E-08
50943750	7.455935E-08
50987500	9.311243E-08
51031250	7.826262E-08
51075000	8.084491E-08
51118750	7.429683E-08
51162500	7.673223E-08
51206250	1.037129E-07
51250000	7.021902E-08
51293750	8.093063E-08
51337500	8.926849E-08
51381250	7.216214E-08
51425000	7.881444E-08
51468750	7.347447E-08
51512500	9.257516E-08
51556250	6.564846E-08
51600000	7.510246E-08
51643750	6.535837E-08
51687500	7.006597E-08
51731250	6.89056E-08
51775000	7.972832E-08
51818750	7.411865E-08
51862500	7.188643E-08
51906250	5.344772E-08
51950000	6.515337E-08
51993750	8.270187E-08
52037500	7.480881E-08
52081250	5.892751E-08
52125000	7.508435E-08
52168750	7.647989E-08
52212500	8.090112E-08
52256250	7.371402E-08
52300000	8.284576E-08
52343750	8.296883E-08
52387500	8.746094E-08
52431250	9.394894E-08
52475000	6.484687E-08
52518750	6.766894E-08
52562500	8.012869E-08
52606250	7.336462E-08
52650000	1.042754E-07
52693750	8.120351E-08
52737500	7.541698E-08
52781250	8.484397E-08
52825000	5.145381E-08
52868750	7.244127E-08
52912500	8.437419E-08
52956250	6.641785E-08
53000000	6.8249E-08
53043750	1.029762E-07
53087500	6.246241E-08
53131250	6.840145E-08
53175000	7.864725E-08
53218750	7.302398E-08
53262500	6.35436E-08
53306250	7.714632E-08
53350000	7.703476E-08
53393750	8.635405E-08
53437500	7.170235E-08
53481250	8.348769E-08
53525000	9.815095E-08
53568750	7.167835E-08
53612500	8.030005E-08
53656250	7.364775E-08
53700000	6.789104E-08
53743750	7.989721E-08
53787500	6.522565E-08
53831250	8.081794E-08
53875000	7.078155E-08
53918750	6.451462E-08
53962500	8.535637E-08
54006250	6.196371E-08
54050000	6.966173E-08
54093750	6.400162E-08
54137500	6.117727E-08
54181250	9.252676E-08
54225000	6.30321E-08
54268750	6.406503E-08
54312500	4.300007E-08
54356250	7.519574E-08
54400000	6.983711E-08
54443750	6.450212E-08
54487500	7.901678E-08
54531250	6.860378E-08
54575000	7.746264E-08
54618750	8.141352E-08
54662500	6.598489E-08
54706250	8.69772E-08
54750000	7.78312E-08
54793750	7.665547E-08
54837500	7.255254E-08
54881250	6.784004E-08
54925000	9.591444E-08
54968750	5.805682E-08
55012500	5.512111E-08
55056250	6.699334E-08
55100000	7.116938E-08
55143750	8.530012E-08
55187500	8.566462E-08
55231250	7.966745E-08
55275000	4.981396E-08
55318750	5.789534E-08
55362500	6.626093E-08
55406250	7.07992E-08
55450000	8.302793E-08
55493750	6.775508E-08
55537500	8.15745E-08
55581250	5.756955E-08
55625000	5.91221E-08
55668750	6.919316E-08
55712500	4.64591E-08
55756250	8.412849E-08
55800000	7.381713E-08
55843750	6.483726E-08
55887500	6.725476E-08
55931250	9.065702E-08
55975000	7.29093E-08
56018750	6.648943E-08
56062500	5.953381E-08
56106250	6.066581E-08
56150000	8.326265E-08
56193750	8.432941E-08
56237500	6.145601E-08
56281250	5.54678E-08
56325000	5.986082E-08
56368750	7.520595E-08
56412500	6.714059E-08
56456250	7.19542E-08
56500000	5.183836E-08
56543750	6.888067E-08
56587500	7.8882E-08
56631250	6.322538E-08
56675000	7.706664E-08
56718750	7.957611E-08
56762500	7.274548E-08
56806250	8.39114E-08
56850000	7.210843E-08
56893750	6.525582E-08
56937500	6.757713E-08
56981250	7.770736E-08
57025000	6.881084E-08
57068750	5.930805E-08
57112500	5.113753E-08
57156250	7.310294E-08
57200000	6.539369E-08
57243750	6.923273E-08
57287500	8.058661E-08
57331250	6.954237E-08
57375000	7.616358E-08
57418750	7.004973E-08
57462500	7.406246E-08
57506250	7.431608E-08
57550000	8.713529E-08
57593750	7.920472E-08
57637500	5.988219E-08
57681250	6.144983E-08
57725000	5.977125E-08
57768750	5.871929E-08
57812500	4.694423E-08
57856250	6.6537E-08
57900000	6.010777E-08
57943750	7.418456E-08
57987500	7.357643E-08
58031250	5.893865E-08
58075000	7.113156E-08
58118750	6.571801E-08
58162500	6.753758E-08
58206250	6.787226E-08
58250000	6.658234E-08
58293750	6.30563E-08
58337500	7.930195E-08
58381250	6.198955E-08
58425000	5.099652E-08
58468750	8.555406E-08
58512500	6.451632E-08
58556250	6.438735E-08
58600000	6.543691E-08
58643750	7.745373E-08
58687500	6.765323E-08
58731250	5.375318E-08
58775000	6.264398E-08
58818750	5.866789E-08
58862500	8.583733E-08
58906250	7.175149E-08
58950000	6.104431E-08
58993750	5.210218E-08
59037500	6.686712E-08
59081250	5.649482E-08
59125000	7.469833E-08
59168750	6.81224E-08
59212500	6.157546E-08
59256250	5.259304E-08
59300000	6.211921E-08
59343750	7.216438E-08
59387500	6.004236E-08
59431250	7.301644E-08
59475000	7.47371E-08
59518750	6.298648E-08
59562500	4.353289E-08
59606250	6.672074E-08
59650000	4.854389E-08
59693750	7.306546E-08
59737500	5.925463E-08
59781250	5.76848E-08
59825000	5.787324E-08
59868750	7.55835E-08
59912500	6.331711E-08
59956250	8.785029E-08
60000000	6.8776E-08

Mar. 26 2024
'14:47:57
HF loop TM7
801 Pts
 
 
inside mumetal shield
*
*
*
Clean room OFF
Hz	V /sqrt(Hz)
5000000	8.185273E-08
5037500	5.733213E-08
5075000	6.532016E-08
5112500	6.493629E-08
5150000	5.536791E-08
5187500	5.49093E-08
5225000	6.456759E-08
5262500	5.322614E-08
5300000	6.569637E-08
5337500	6.55726E-08
5375000	6.371248E-08
5412500	6.703222E-08
5450000	5.198341E-08
5487500	6.575592E-08
5525000	5.522518E-08
5562500	8.459496E-08
5600000	6.475315E-08
5637500	7.514178E-08
5675000	5.703501E-08
5712500	6.6838E-08
5750000	6.546021E-08
5787500	7.028114E-08
5825000	6.867524E-08
5862500	5.886216E-08
5900000	5.770847E-08
5937500	4.87126E-08
5975000	7.663638E-08
6012500	6.372359E-08
6050000	6.77957E-08
6087500	5.009708E-08
6125000	7.514699E-08
6162500	8.683814E-08
6200000	7.914448E-08
6237500	7.119962E-08
6275000	7.902702E-08
6312500	7.326781E-08
6350000	6.082549E-08
6387500	7.818707E-08
6425000	7.628261E-08
6462500	7.788498E-08
6500000	6.656821E-08
6537500	7.145704E-08
6575000	8.757785E-08
6612500	1.053688E-07
6650000	8.728995E-08
6687500	9.006952E-08
6725000	6.173167E-08
6762500	5.406444E-08
6800000	7.880053E-08
6837500	7.532295E-08
6875000	8.407613E-08
6912500	6.411258E-08
6950000	7.502175E-08
6987500	9.371166E-08
7025000	9.473438E-08
7062500	8.317397E-08
7100000	7.069285E-08
7137500	7.525061E-08
7175000	7.441806E-08
7212500	1.11396E-07
7250000	9.5016E-08
7287500	7.959292E-08
7325000	8.709863E-08
7362500	1.11688E-07
7400000	8.540959E-08
7437500	7.678442E-08
7475000	9.49039E-08
7512500	8.911537E-08
7550000	9.422369E-08
7587500	8.645148E-08
7625000	6.189066E-08
7662500	8.746345E-08
7700000	7.892816E-08
7737500	8.529264E-08
7775000	1.085535E-07
7812500	1.144757E-07
7850000	1.225508E-07
7887500	9.946218E-08
7925000	8.259506E-08
7962500	1.105789E-07
8000000	9.82609E-08
8037500	1.155815E-07
8075000	9.931802E-08
8112500	8.22457E-08
8150000	1.157471E-07
8187500	1.07627E-07
8225000	1.105452E-07
8262500	1.116679E-07
8300000	1.267644E-07
8337500	1.264129E-07
8375000	1.180177E-07
8412500	1.422521E-07
8450000	1.142621E-07
8487500	1.253992E-07
8525000	1.131885E-07
8562500	2.00136E-07
8600000	1.665043E-07
8637500	1.90566E-07
8675000	1.556252E-07
8712500	1.793121E-07
8750000	1.550021E-07
8787500	1.714906E-07
8825000	1.316927E-07
8862500	1.39249E-07
8900000	3.009044E-07
8937500	2.172451E-07
8975000	2.054644E-07
9012500	2.791127E-07
9050000	2.830123E-07
9087500	2.102802E-07
9125000	2.328016E-07
9162500	2.318956E-07
9200000	2.951423E-07
9237500	2.493757E-07
9275000	2.168542E-07
9312500	4.163124E-07
9350000	2.288482E-07
9387500	4.337544E-07
9425000	3.340448E-07
9462500	3.91213E-07
9500000	4.121494E-07
9537500	4.383305E-07
9575000	6.183272E-07
9612500	6.145845E-07
9650000	6.010819E-07
9687500	5.1084E-07
9725000	3.644965E-07
9762500	4.861208E-07
9800000	4.769191E-07
9837500	5.50136E-07
9875000	4.716491E-07
9912500	5.05144E-07
9950000	3.790257E-07
9987500	4.448525E-07
10025000	2.477365E-07
10062500	5.312137E-07
10100000	1.811835E-07
10137500	2.755004E-07
10175000	1.834992E-07
10212500	2.876335E-07
10250000	3.109936E-07
10287500	2.796114E-07
10325000	3.103934E-07
10362500	1.511551E-07
10400000	2.476999E-07
10437500	1.763661E-07
10475000	2.248456E-07
10512500	1.037612E-07
10550000	1.65284E-07
10587500	1.774229E-07
10625000	1.464838E-07
10662500	2.846589E-07
10700000	1.432266E-07
10737500	1.873398E-07
10775000	1.934485E-07
10812500	1.207461E-07
10850000	1.588097E-07
10887500	1.270904E-07
10925000	1.355563E-07
10962500	1.61134E-07
11000000	1.502042E-07
11037500	1.631534E-07
11075000	1.189496E-07
11112500	1.337521E-07
11150000	1.193931E-07
11187500	1.433567E-07
11225000	1.927338E-07
11262500	1.193209E-07
11300000	1.320443E-07
11337500	1.632843E-07
11375000	1.021774E-07
11412500	1.527466E-07
11450000	1.141154E-07
11487500	1.098317E-07
11525000	1.119845E-07
11562500	1.009908E-07
11600000	1.876466E-07
11637500	1.135718E-07
11675000	4.199365E-07
11712500	1.727634E-07
11750000	2.302261E-07
11787500	3.115208E-07
11825000	2.37578E-07
11862500	1.807526E-07
11900000	1.919835E-07
11937500	1.154588E-07
11975000	3.617025E-07
12012500	5.047863E-07
12050000	1.975054E-07
12087500	2.231807E-07
12125000	1.40104E-07
12162500	1.311613E-07
12200000	1.414896E-07
12237500	1.311919E-07
12275000	1.516843E-07
12312500	1.272404E-07
12350000	2.090217E-07
12387500	1.294768E-07
12425000	1.295829E-07
12462500	1.088356E-07
12500000	9.774553E-08
12537500	1.96934E-07
12575000	1.021809E-07
12612500	1.299651E-07
12650000	1.537193E-07
12687500	1.050403E-07
12725000	1.138845E-07
12762500	1.853705E-07
12800000	1.530254E-07
12837500	2.316885E-07
12875000	1.748547E-07
12912500	1.572322E-07
12950000	1.64913E-07
12987500	1.4161E-07
13025000	1.970978E-07
13062500	1.222541E-07
13100000	2.669678E-07
13137500	1.478173E-07
13175000	3.650537E-07
13212500	1.381408E-07
13250000	1.673834E-07
13287500	1.633984E-07
13325000	1.657827E-07
13362500	2.046493E-07
13400000	1.652105E-07
13437500	2.326589E-07
13475000	1.453518E-07
13512500	2.671401E-07
13550000	1.427272E-07
13587500	3.061445E-07
13625000	1.67898E-07
13662500	1.583471E-07
13700000	3.439155E-07
13737500	1.912548E-07
13775000	3.354575E-07
13812500	1.918047E-07
13850000	2.964353E-07
13887500	1.982643E-07
13925000	2.77698E-07
13962500	1.944512E-07
14000000	1.982048E-07
14037500	3.41468E-07
14075000	1.369217E-07
14112500	3.716631E-07
14150000	2.276162E-07
14187500	2.986535E-07
14225000	1.687566E-07
14262500	1.873156E-07
14300000	2.069405E-07
14337500	1.802911E-07
14375000	2.758586E-07
14412500	1.797128E-07
14450000	3.148077E-07
14487500	2.368227E-07
14525000	2.288909E-07
14562500	2.135664E-07
14600000	1.512236E-07
14637500	1.900234E-07
14675000	2.35985E-07
14712500	1.805532E-07
14750000	2.205371E-07
14787500	3.325732E-07
14825000	1.348704E-07
14862500	1.974415E-07
14900000	2.251657E-07
14937500	1.998919E-07
14975000	1.297242E-07
15012500	2.144344E-07
15050000	2.072592E-07
15087500	2.026097E-07
15125000	4.251131E-07
15162500	2.613379E-07
15200000	2.21422E-07
15237500	2.383186E-07
15275000	2.272047E-07
15312500	1.962856E-07
15350000	1.86599E-07
15387500	2.183078E-07
15425000	2.360421E-07
15462500	1.488732E-07
15500000	1.72034E-07
15537500	1.62149E-07
15575000	1.903817E-07
15612500	1.340167E-07
15650000	1.751748E-07
15687500	1.881325E-07
15725000	1.46179E-07
15762500	1.660688E-07
15800000	1.767333E-07
15837500	1.710856E-07
15875000	1.992831E-07
15912500	1.979667E-07
15950000	2.099808E-07
15987500	2.033338E-07
16025000	1.7861E-07
16062500	2.011175E-07
16100000	1.549864E-07
16137500	1.46613E-07
16175000	2.18127E-07
16212500	1.894468E-07
16250000	1.631502E-07
16287500	1.425958E-07
16325000	1.653198E-07
16362500	2.250521E-07
16400000	1.679968E-07
16437500	1.620592E-07
16475000	1.511192E-07
16512500	1.289886E-07
16550000	1.972084E-07
16587500	1.450344E-07
16625000	2.06723E-07
16662500	2.105601E-07
16700000	1.832666E-07
16737500	1.869331E-07
16775000	1.532539E-07
16812500	1.741028E-07
16850000	1.484021E-07
16887500	1.766813E-07
16925000	1.703232E-07
16962500	2.216123E-07
17000000	1.837382E-07
17037500	2.144093E-07
17075000	1.206649E-07
17112500	1.863134E-07
17150000	1.89272E-07
17187500	2.296004E-07
17225000	1.859818E-07
17262500	1.902297E-07
17300000	2.025401E-07
17337500	2.378961E-07
